sale_id,product_name,sale_date,quantity_sold,unit_price,total_sale
877,Tablet,2025-01-25,7,66,462
878,Laptop,2025-01-23,18,154,2772
879,Printer,2025-02-09,11,53,583
880,Printer,2025-02-12,13,55,715
881,Printer,2025-02-02,8,68,544
882,Mouse,2025-01-25,11,139,1529
883,Printer,2025-01-26,16,175,2800
884,Mouse,2025-02-09,19,174,3306
885,Laptop,2025-02-15,13,150,1950
886,Laptop,2025-01-20,16,190,3040
887,Keyboard,2025-02-05,11,176,1936
888,Tablet,2025-01-31,9,129,1161
889,Keyboard,2025-02-18,20,187,3740
890,Keyboard,2025-02-13,18,65,1170
891,Tablet,2025-01-25,9,61,549
892,Mouse,2025-01-30,4,75,300
893,Laptop,2025-01-31,2,135,270
894,Mouse,2025-02-08,20,196,3920
895,Mouse,2025-01-19,8,122,976
896,Tablet,2025-02-17,17,102,1734
897,Printer,2025-01-26,2,129,258
898,Laptop,2025-02-17,6,108,648
899,Laptop,2025-02-09,2,87,174
900,Laptop,2025-02-03,12,200,2400
901,Laptop,2025-01-24,9,143,1287
902,Mouse,2025-02-13,9,144,1296
903,Tablet,2025-01-22,7,183,1281
904,Mouse,2025-02-05,12,181,2172
905,Printer,2025-01-28,19,83,1577
906,Keyboard,2025-01-23,14,183,2562
907,Laptop,2025-02-11,4,199,796
908,Tablet,2025-02-07,15,65,975
909,Keyboard,2025-02-09,12,111,1332
910,Tablet,2025-02-13,13,59,767
911,Mouse,2025-02-03,11,189,2079
912,Tablet,2025-01-27,3,192,576
913,Keyboard,2025-01-25,4,75,300
914,Keyboard,2025-02-11,5,128,640
915,Keyboard,2025-02-11,1,69,69
916,Printer,2025-02-10,4,92,368
917,Laptop,2025-02-13,7,136,952
918,Mouse,2025-02-11,7,75,525
919,Keyboard,2025-01-31,9,123,1107
920,Laptop,2025-02-04,10,177,1770
921,Keyboard,2025-02-05,13,77,1001
922,Printer,2025-02-06,4,196,784
923,Keyboard,2025-02-07,5,182,910
924,Laptop,2025-01-28,9,150,1350
925,Laptop,2025-01-31,6,171,1026
926,Mouse,2025-02-03,8,112,896
927,Laptop,2025-01-20,16,194,3104
928,Keyboard,2025-01-24,10,54,540
929,Laptop,2025-02-16,4,139,556
930,Tablet,2025-02-18,18,181,3258
931,Tablet,2025-02-11,3,162,486
932,Laptop,2025-02-04,20,200,4000
933,Printer,2025-02-06,13,113,1469
934,Laptop,2025-02-10,14,54,756
935,Laptop,2025-01-23,4,111,444
936,Keyboard,2025-02-12,10,101,1010
937,Laptop,2025-01-31,19,99,1881
938,Keyboard,2025-02-10,1,114,114
939,Keyboard,2025-01-26,6,74,444
940,Keyboard,2025-01-24,15,112,1680
941,Tablet,2025-01-29,4,173,692
942,Laptop,2025-02-02,11,191,2101
943,Mouse,2025-01-21,3,50,150
944,Laptop,2025-02-15,7,125,875
945,Tablet,2025-02-09,13,76,988
946,Keyboard,2025-02-11,7,139,973
947,Mouse,2025-01-26,6,154,924
948,Laptop,2025-01-31,1,81,81
949,Printer,2025-02-16,6,98,588
950,Keyboard,2025-02-03,9,76,684
951,Printer,2025-02-04,4,74,296
952,Keyboard,2025-01-30,5,149,745
953,Laptop,2025-01-27,5,110,550
954,Tablet,2025-02-15,12,105,1260
955,Laptop,2025-01-24,19,198,3762
956,Mouse,2025-02-02,1,104,104
957,Mouse,2025-01-28,11,68,748
958,Mouse,2025-02-04,12,134,1608
959,Keyboard,2025-02-09,17,140,2380
960,Printer,2025-01-28,11,82,902
961,Laptop,2025-02-01,8,173,1384
962,Keyboard,2025-02-16,20,98,1960
963,Tablet,2025-01-29,19,148,2812
964,Keyboard,2025-02-15,11,180,1980
965,Mouse,2025-02-14,18,170,3060
966,Printer,2025-02-11,6,185,1110
967,Printer,2025-02-10,2,189,378
968,Laptop,2025-02-15,17,181,3077
969,Keyboard,2025-01-24,4,61,244
970,Keyboard,2025-02-11,20,71,1420
971,Keyboard,2025-02-05,13,154,2002
972,Tablet,2025-01-21,15,139,2085
973,Mouse,2025-01-19,4,59,236
974,Laptop,2025-02-13,20,187,3740
975,Keyboard,2025-02-02,3,119,357
976,Tablet,2025-01-29,5,191,955
977,Printer,2025-01-28,1,136,136
978,Laptop,2025-02-18,4,183,732
979,Keyboard,2025-02-04,18,59,1062
980,Mouse,2025-02-03,6,119,714
981,Mouse,2025-01-30,15,100,1500
982,Laptop,2025-02-12,16,148,2368
983,Mouse,2025-02-13,14,61,854
984,Keyboard,2025-02-16,6,75,450
985,Printer,2025-01-23,16,160,2560
986,Printer,2025-02-10,7,134,938
987,Keyboard,2025-01-23,15,54,810
988,Mouse,2025-02-11,16,122,1952
989,Laptop,2025-01-20,6,79,474
990,Tablet,2025-01-25,1,81,81
991,Mouse,2025-01-24,9,199,1791
992,Printer,2025-01-26,13,71,923
993,Keyboard,2025-02-13,17,112,1904
994,Mouse,2025-01-19,2,58,116
995,Laptop,2025-01-21,11,80,880
996,Printer,2025-02-14,10,75,750
997,Tablet,2025-02-06,16,124,1984
998,Tablet,2025-02-04,9,152,1368
999,Tablet,2025-01-25,14,179,2506
1000,Mouse,2025-02-01,8,196,1568
1001,Keyboard,2025-01-22,12,161,1932
1002,Tablet,2025-02-04,7,95,665
1003,Mouse,2025-01-20,5,72,360
1004,Tablet,2025-02-06,9,140,1260
1005,Printer,2025-02-10,9,84,756
1006,Mouse,2025-01-20,12,63,756
1007,Mouse,2025-01-29,18,125,2250
1008,Tablet,2025-02-18,15,142,2130
1009,Mouse,2025-02-18,7,112,784
1010,Keyboard,2025-01-31,8,172,1376
1011,Printer,2025-02-14,13,149,1937
1012,Tablet,2025-02-18,5,107,535
1013,Printer,2025-01-20,3,83,249
1014,Printer,2025-01-28,5,173,865
1015,Mouse,2025-02-17,1,112,112
1016,Mouse,2025-02-09,9,121,1089
1017,Keyboard,2025-02-03,7,93,651
1018,Printer,2025-02-05,10,67,670
1019,Printer,2025-02-15,5,56,280
1020,Keyboard,2025-02-09,11,124,1364
1021,Tablet,2025-01-28,6,137,822
1022,Laptop,2025-01-26,13,150,1950
1023,Keyboard,2025-02-15,13,113,1469
1024,Keyboard,2025-02-07,3,200,600
1025,Mouse,2025-02-02,20,157,3140
1026,Tablet,2025-02-04,7,110,770
1027,Mouse,2025-02-14,14,52,728
1028,Tablet,2025-02-04,7,177,1239
1029,Tablet,2025-02-16,6,188,1128
1030,Laptop,2025-01-26,18,84,1512
1031,Tablet,2025-01-27,3,185,555
1032,Laptop,2025-02-18,10,153,1530
1033,Printer,2025-01-31,5,102,510
1034,Tablet,2025-01-22,11,152,1672
1035,Mouse,2025-01-29,11,181,1991
1036,Tablet,2025-02-17,8,64,512
1037,Printer,2025-02-02,8,162,1296
1038,Tablet,2025-02-09,4,164,656
1039,Tablet,2025-02-13,16,108,1728
1040,Keyboard,2025-02-13,2,140,280
1041,Laptop,2025-01-28,19,162,3078
1042,Keyboard,2025-02-04,4,126,504
1043,Keyboard,2025-01-20,13,92,1196
1044,Tablet,2025-02-10,7,118,826
1045,Tablet,2025-01-28,11,87,957
1046,Keyboard,2025-02-05,4,188,752
1047,Mouse,2025-02-10,19,142,2698
1048,Mouse,2025-01-24,12,157,1884
1049,Laptop,2025-02-17,20,96,1920
1050,Keyboard,2025-02-09,3,82,246
1051,Tablet,2025-01-30,10,143,1430
1052,Mouse,2025-02-16,9,146,1314
1053,Keyboard,2025-01-25,18,58,1044
1054,Laptop,2025-02-04,18,78,1404
1055,Laptop,2025-02-12,12,160,1920
1056,Mouse,2025-02-17,1,137,137
1057,Tablet,2025-01-28,12,141,1692
1058,Keyboard,2025-02-10,14,54,756
1059,Mouse,2025-02-08,2,170,340
1060,Tablet,2025-01-23,8,81,648
1061,Printer,2025-01-19,8,184,1472
1062,Mouse,2025-01-30,11,81,891
1063,Tablet,2025-01-28,12,167,2004
1064,Keyboard,2025-01-28,13,107,1391
1065,Printer,2025-02-06,10,185,1850
1066,Tablet,2025-02-17,15,61,915
1067,Mouse,2025-01-21,16,171,2736
1068,Keyboard,2025-02-15,1,74,74
1069,Printer,2025-01-24,9,96,864
1070,Printer,2025-02-07,6,153,918
1071,Printer,2025-02-11,7,99,693
1072,Laptop,2025-01-21,9,52,468
1073,Tablet,2025-01-19,9,174,1566
1074,Mouse,2025-02-13,6,152,912
1075,Keyboard,2025-02-09,3,74,222
1076,Laptop,2025-02-10,8,194,1552
1077,Tablet,2025-02-16,4,119,476
1078,Keyboard,2025-02-01,14,169,2366
1079,Keyboard,2025-01-20,2,195,390
1080,Mouse,2025-02-11,3,144,432
1081,Tablet,2025-02-06,5,161,805
1082,Mouse,2025-02-07,20,130,2600
1083,Printer,2025-02-01,5,103,515
1084,Keyboard,2025-02-02,16,145,2320
1085,Mouse,2025-02-04,12,167,2004
1086,Printer,2025-02-05,7,85,595
1087,Tablet,2025-01-24,5,196,980
1088,Keyboard,2025-02-07,12,175,2100
1089,Mouse,2025-02-08,15,137,2055
1090,Laptop,2025-02-02,17,155,2635
1091,Tablet,2025-01-19,9,88,792
1092,Printer,2025-02-11,5,102,510
1093,Tablet,2025-02-06,7,181,1267
1094,Laptop,2025-02-12,14,50,700
1095,Tablet,2025-01-22,12,103,1236
1096,Tablet,2025-02-13,2,141,282
1097,Tablet,2025-01-26,18,128,2304
1098,Printer,2025-01-24,15,172,2580
1099,Keyboard,2025-01-21,12,66,792
1100,Printer,2025-02-10,9,164,1476
1101,Laptop,2025-02-13,8,63,504
1102,Keyboard,2025-02-07,6,93,558
1103,Tablet,2025-01-23,20,200,4000
1104,Printer,2025-01-25,3,120,360
1105,Tablet,2025-02-10,11,138,1518
1106,Mouse,2025-01-24,15,106,1590
1107,Printer,2025-02-02,2,196,392
1108,Printer,2025-01-28,12,101,1212
1109,Keyboard,2025-01-28,1,105,105
1110,Keyboard,2025-01-22,8,172,1376
1111,Printer,2025-02-14,7,176,1232
1112,Tablet,2025-02-14,15,110,1650
1113,Mouse,2025-02-16,13,101,1313
1114,Printer,2025-02-01,15,169,2535
1115,Printer,2025-01-31,8,159,1272
1116,Tablet,2025-01-23,18,108,1944
1117,Printer,2025-01-20,18,52,936
1118,Tablet,2025-01-28,6,162,972
1119,Keyboard,2025-02-14,5,107,535
1120,Laptop,2025-02-03,7,101,707
1121,Tablet,2025-01-28,12,156,1872
1122,Printer,2025-01-26,3,110,330
1123,Printer,2025-02-02,1,69,69
1124,Laptop,2025-01-27,11,74,814
1125,Printer,2025-02-06,4,113,452
1126,Printer,2025-01-31,9,69,621
1127,Laptop,2025-02-14,14,100,1400
1128,Laptop,2025-01-22,15,108,1620
1129,Printer,2025-01-27,10,127,1270
1130,Mouse,2025-01-21,20,153,3060
1131,Mouse,2025-01-27,2,177,354
1132,Laptop,2025-02-02,16,200,3200
1133,Printer,2025-01-23,15,64,960
1134,Tablet,2025-01-19,15,126,1890
1135,Laptop,2025-01-26,14,118,1652
1136,Keyboard,2025-02-18,5,93,465
1137,Keyboard,2025-02-10,15,103,1545
1138,Tablet,2025-01-24,20,173,3460
1139,Tablet,2025-01-21,10,197,1970
1140,Keyboard,2025-02-12,14,160,2240
1141,Tablet,2025-02-01,10,177,1770
1142,Printer,2025-01-21,5,124,620
1143,Tablet,2025-02-15,4,105,420
1144,Printer,2025-01-26,8,141,1128
1145,Keyboard,2025-02-13,19,117,2223
1146,Tablet,2025-02-03,11,117,1287
1147,Keyboard,2025-02-13,3,134,402
1148,Laptop,2025-02-10,15,65,975
1149,Laptop,2025-01-30,2,99,198
1150,Keyboard,2025-02-10,15,51,765
1151,Tablet,2025-01-22,17,198,3366
1152,Laptop,2025-01-25,5,138,690
1153,Printer,2025-01-22,5,55,275
1154,Tablet,2025-02-15,10,102,1020
1155,Laptop,2025-01-22,9,62,558
1156,Mouse,2025-01-29,3,91,273
1157,Mouse,2025-01-21,8,193,1544
1158,Laptop,2025-02-16,14,103,1442
1159,Laptop,2025-01-21,12,151,1812
1160,Keyboard,2025-01-23,5,179,895
1161,Keyboard,2025-01-22,11,117,1287
1162,Keyboard,2025-02-06,4,109,436
1163,Tablet,2025-02-08,15,63,945
1164,Keyboard,2025-02-14,14,185,2590
1165,Mouse,2025-02-14,8,76,608
1166,Printer,2025-01-24,6,141,846
1167,Mouse,2025-01-30,5,147,735
1168,Keyboard,2025-01-21,5,72,360
1169,Tablet,2025-02-13,20,131,2620
1170,Laptop,2025-02-17,7,117,819
1171,Printer,2025-02-04,4,82,328
1172,Printer,2025-01-20,4,159,636
1173,Printer,2025-02-11,20,62,1240
1174,Mouse,2025-02-14,9,88,792
1175,Laptop,2025-01-20,9,175,1575
1176,Printer,2025-02-05,3,118,354
1177,Laptop,2025-01-29,16,112,1792
1178,Tablet,2025-02-06,3,170,510
1179,Laptop,2025-02-09,5,88,440
1180,Mouse,2025-02-10,6,100,600
1181,Printer,2025-01-23,16,172,2752
1182,Laptop,2025-02-10,18,113,2034
1183,Laptop,2025-01-25,13,123,1599
1184,Mouse,2025-01-31,7,52,364
1185,Keyboard,2025-02-05,17,144,2448
1186,Mouse,2025-02-11,14,186,2604
1187,Tablet,2025-02-17,3,57,171
1188,Tablet,2025-02-13,12,117,1404
1189,Tablet,2025-02-16,8,186,1488
1190,Printer,2025-02-14,12,68,816
1191,Laptop,2025-02-01,3,82,246
1192,Keyboard,2025-01-19,8,164,1312
1193,Printer,2025-02-07,9,154,1386
1194,Laptop,2025-02-17,19,79,1501
1195,Mouse,2025-01-26,1,184,184
1196,Keyboard,2025-02-12,4,159,636
1197,Printer,2025-01-30,1,163,163
1198,Laptop,2025-02-10,6,137,822
1199,Keyboard,2025-01-22,9,117,1053
1200,Mouse,2025-02-11,6,91,546
1201,Keyboard,2025-02-09,11,177,1947
1202,Keyboard,2025-01-21,6,167,1002
1203,Laptop,2025-02-11,20,83,1660
1204,Mouse,2025-01-19,14,90,1260
1205,Printer,2025-01-19,15,75,1125
1206,Laptop,2025-01-24,7,176,1232
1207,Printer,2025-02-17,18,193,3474
1208,Tablet,2025-02-11,9,174,1566
1209,Printer,2025-02-01,10,178,1780
1210,Printer,2025-01-24,11,183,2013
1211,Keyboard,2025-02-15,9,106,954
1212,Tablet,2025-02-01,20,69,1380
1213,Keyboard,2025-02-03,4,198,792
1214,Tablet,2025-01-28,7,109,763
1215,Tablet,2025-02-09,11,93,1023
1216,Printer,2025-01-25,14,198,2772
1217,Laptop,2025-02-14,15,137,2055
1218,Mouse,2025-01-21,13,114,1482
1219,Printer,2025-01-27,9,95,855
1220,Keyboard,2025-02-14,15,172,2580
1221,Keyboard,2025-02-09,19,73,1387
1222,Printer,2025-01-25,9,157,1413
1223,Printer,2025-01-30,6,90,540
1224,Tablet,2025-02-04,9,181,1629
1225,Printer,2025-02-18,17,166,2822
1226,Tablet,2025-01-20,10,166,1660
1227,Tablet,2025-01-20,11,53,583
1228,Printer,2025-02-17,11,124,1364
1229,Mouse,2025-02-05,13,121,1573
1230,Keyboard,2025-01-29,18,59,1062
1231,Printer,2025-02-04,16,105,1680
1232,Tablet,2025-02-04,20,196,3920
1233,Laptop,2025-01-31,7,122,854
1234,Tablet,2025-02-13,4,115,460
1235,Keyboard,2025-01-30,7,129,903
1236,Printer,2025-02-09,9,104,936
1237,Printer,2025-02-11,3,134,402
1238,Tablet,2025-01-26,14,124,1736
1239,Laptop,2025-02-03,6,167,1002
1240,Laptop,2025-01-22,7,153,1071
1241,Mouse,2025-02-11,13,76,988
1242,Mouse,2025-02-13,9,95,855
1243,Keyboard,2025-02-06,6,134,804
1244,Printer,2025-02-08,19,93,1767
1245,Keyboard,2025-02-06,1,141,141
1246,Keyboard,2025-01-24,12,62,744
1247,Laptop,2025-02-10,18,189,3402
1248,Printer,2025-01-29,14,127,1778
1249,Tablet,2025-01-21,4,111,444
1250,Printer,2025-01-19,4,184,736
1251,Tablet,2025-02-03,15,122,1830
1252,Keyboard,2025-02-04,15,61,915
1253,Printer,2025-02-15,15,130,1950
1254,Keyboard,2025-02-08,16,68,1088
1255,Mouse,2025-02-12,19,114,2166
1256,Laptop,2025-02-02,16,159,2544
1257,Mouse,2025-02-11,11,127,1397
1258,Printer,2025-02-09,11,87,957
1259,Laptop,2025-01-21,7,73,511
1260,Keyboard,2025-01-21,15,73,1095
1261,Keyboard,2025-02-01,19,161,3059
1262,Printer,2025-01-27,20,69,1380
1263,Keyboard,2025-01-24,19,85,1615
1264,Mouse,2025-02-05,9,162,1458
1265,Mouse,2025-02-12,10,142,1420
1266,Mouse,2025-02-02,6,128,768
1267,Laptop,2025-01-20,15,163,2445
1268,Laptop,2025-02-14,4,167,668
1269,Tablet,2025-02-09,9,88,792
1270,Printer,2025-01-31,14,113,1582
1271,Tablet,2025-01-31,4,129,516
1272,Laptop,2025-01-26,16,100,1600
1273,Keyboard,2025-02-01,20,188,3760
1274,Laptop,2025-01-19,9,166,1494
1275,Mouse,2025-02-10,4,180,720
1276,Tablet,2025-02-04,7,140,980
1277,Laptop,2025-02-08,3,105,315
1278,Printer,2025-02-16,14,158,2212
1279,Mouse,2025-01-24,3,105,315
1280,Tablet,2025-02-10,3,99,297
1281,Tablet,2025-01-31,12,119,1428
1282,Laptop,2025-01-23,12,58,696
1283,Laptop,2025-02-13,9,64,576
1284,Keyboard,2025-02-11,14,94,1316
1285,Tablet,2025-02-06,9,124,1116
1286,Laptop,2025-01-23,8,154,1232
1287,Printer,2025-02-12,18,147,2646
1288,Printer,2025-02-12,2,149,298
1289,Keyboard,2025-02-09,10,131,1310
1290,Tablet,2025-01-29,17,101,1717
1291,Tablet,2025-02-14,2,103,206
1292,Tablet,2025-02-03,20,148,2960
1293,Printer,2025-02-03,1,118,118
1294,Mouse,2025-02-07,9,134,1206
1295,Laptop,2025-02-14,5,158,790
1296,Keyboard,2025-01-28,1,173,173
1297,Printer,2025-02-12,5,107,535
1298,Keyboard,2025-02-13,3,130,390
1299,Printer,2025-01-31,19,146,2774
1300,Printer,2025-02-10,3,197,591
1301,Keyboard,2025-01-23,11,149,1639
1302,Printer,2025-02-10,15,154,2310
1303,Laptop,2025-02-07,10,156,1560
1304,Keyboard,2025-01-22,5,197,985
1305,Keyboard,2025-02-17,5,84,420
1306,Printer,2025-01-20,10,145,1450
1307,Mouse,2025-01-28,15,195,2925
1308,Mouse,2025-02-01,5,191,955
1309,Mouse,2025-02-14,13,188,2444
1310,Laptop,2025-01-31,4,162,648
1311,Laptop,2025-02-05,17,88,1496
1312,Mouse,2025-01-28,3,176,528
1313,Tablet,2025-02-06,19,64,1216
1314,Mouse,2025-02-12,16,65,1040
1315,Laptop,2025-02-18,12,144,1728
1316,Laptop,2025-01-25,3,106,318
1317,Keyboard,2025-01-27,14,80,1120
1318,Laptop,2025-02-10,11,51,561
1319,Laptop,2025-02-15,14,138,1932
1320,Tablet,2025-02-14,5,171,855
1321,Laptop,2025-01-31,8,191,1528
1322,Keyboard,2025-02-09,15,200,3000
1323,Printer,2025-02-17,8,72,576
1324,Laptop,2025-02-03,12,175,2100
1325,Keyboard,2025-01-21,7,92,644
1326,Tablet,2025-02-17,3,101,303
1327,Tablet,2025-02-10,15,73,1095
1328,Tablet,2025-01-25,19,198,3762
1329,Mouse,2025-02-07,20,89,1780
1330,Laptop,2025-01-23,17,113,1921
1331,Keyboard,2025-01-22,3,61,183
1332,Mouse,2025-01-19,15,162,2430
1333,Tablet,2025-01-25,13,86,1118
1334,Mouse,2025-02-04,16,181,2896
1335,Printer,2025-02-02,10,163,1630
1336,Keyboard,2025-01-21,20,112,2240
1337,Printer,2025-01-20,16,106,1696
1338,Keyboard,2025-02-08,13,82,1066
1339,Laptop,2025-02-14,11,156,1716
1340,Tablet,2025-02-01,10,62,620
1341,Keyboard,2025-01-22,4,86,344
1342,Keyboard,2025-01-29,2,118,236
1343,Printer,2025-01-19,10,172,1720
1344,Tablet,2025-02-02,20,192,3840
1345,Laptop,2025-02-04,8,170,1360
1346,Laptop,2025-02-01,14,185,2590
1347,Tablet,2025-01-19,6,199,1194
1348,Printer,2025-01-25,10,110,1100
1349,Tablet,2025-02-04,19,88,1672
1350,Laptop,2025-02-07,18,155,2790
1351,Keyboard,2025-01-28,11,171,1881
1352,Printer,2025-02-17,7,117,819
1353,Laptop,2025-02-04,1,52,52
1354,Laptop,2025-02-15,17,104,1768
1355,Tablet,2025-02-10,14,145,2030
1356,Keyboard,2025-01-27,16,73,1168
1357,Mouse,2025-02-14,9,66,594
1358,Mouse,2025-02-03,4,137,548
1359,Laptop,2025-01-27,5,122,610
1360,Printer,2025-02-05,18,196,3528
1361,Printer,2025-02-08,6,166,996
1362,Printer,2025-01-23,15,173,2595
1363,Keyboard,2025-02-01,4,91,364
1364,Tablet,2025-01-24,7,54,378
1365,Mouse,2025-02-11,19,70,1330
1366,Laptop,2025-02-03,6,170,1020
1367,Keyboard,2025-01-24,20,77,1540
1368,Tablet,2025-02-12,3,76,228
1369,Laptop,2025-02-08,13,183,2379
1370,Mouse,2025-01-26,2,108,216
1371,Mouse,2025-02-11,17,86,1462
1372,Keyboard,2025-02-07,1,171,171
1373,Keyboard,2025-02-07,6,71,426
1374,Tablet,2025-02-03,2,164,328
1375,Tablet,2025-02-15,6,124,744
1376,Tablet,2025-01-21,16,180,2880
1377,Printer,2025-02-18,6,84,504
1378,Laptop,2025-02-14,16,88,1408
1379,Keyboard,2025-02-04,12,161,1932
1380,Mouse,2025-02-17,12,163,1956
1381,Mouse,2025-01-31,20,87,1740
1382,Printer,2025-02-05,8,81,648
1383,Tablet,2025-01-28,13,128,1664
1384,Printer,2025-02-09,7,60,420
1385,Laptop,2025-01-21,10,156,1560
1386,Printer,2025-01-31,15,135,2025
1387,Tablet,2025-02-17,3,96,288
1388,Tablet,2025-02-18,8,132,1056
1389,Laptop,2025-01-27,3,59,177
1390,Printer,2025-02-08,5,111,555
1391,Laptop,2025-01-29,2,177,354
1392,Printer,2025-02-18,1,185,185
1393,Printer,2025-02-10,13,83,1079
1394,Tablet,2025-02-15,11,171,1881
1395,Printer,2025-01-26,5,176,880
1396,Keyboard,2025-01-31,16,168,2688
1397,Keyboard,2025-01-20,8,57,456
1398,Tablet,2025-02-12,17,161,2737
1399,Mouse,2025-02-18,2,159,318
1400,Tablet,2025-02-18,4,68,272
1401,Printer,2025-01-26,16,124,1984
1402,Printer,2025-01-23,5,113,565
1403,Tablet,2025-01-23,20,62,1240
1404,Tablet,2025-02-18,3,171,513
1405,Laptop,2025-02-02,9,50,450
1406,Laptop,2025-02-01,13,76,988
1407,Printer,2025-01-20,8,58,464
1408,Mouse,2025-02-02,18,143,2574
1409,Laptop,2025-01-28,15,74,1110
1410,Keyboard,2025-02-05,1,107,107
1411,Tablet,2025-02-13,11,89,979
1412,Laptop,2025-02-16,3,198,594
1413,Mouse,2025-02-14,9,171,1539
1414,Tablet,2025-01-19,8,113,904
1415,Laptop,2025-02-10,5,75,375
1416,Mouse,2025-02-08,4,185,740
1417,Mouse,2025-02-04,17,191,3247
1418,Printer,2025-02-13,5,77,385
1419,Printer,2025-02-09,7,196,1372
1420,Mouse,2025-01-21,17,78,1326
1421,Laptop,2025-01-25,12,104,1248
1422,Keyboard,2025-01-30,3,134,402
1423,Keyboard,2025-01-31,7,50,350
1424,Tablet,2025-01-20,4,56,224
1425,Tablet,2025-02-05,1,177,177
1426,Printer,2025-02-10,19,57,1083
1427,Keyboard,2025-02-12,14,64,896
1428,Tablet,2025-01-26,16,154,2464
1429,Tablet,2025-02-12,12,189,2268
1430,Mouse,2025-02-02,1,180,180
1431,Laptop,2025-01-25,10,100,1000
1432,Keyboard,2025-02-16,9,151,1359
1433,Tablet,2025-02-18,11,141,1551
1434,Tablet,2025-02-17,18,180,3240
1435,Laptop,2025-01-24,8,166,1328
1436,Laptop,2025-01-31,16,158,2528
1437,Laptop,2025-01-29,12,166,1992
1438,Tablet,2025-02-14,17,92,1564
1439,Keyboard,2025-01-28,2,200,400
1440,Laptop,2025-02-03,15,121,1815
1441,Laptop,2025-01-22,3,200,600
1442,Keyboard,2025-01-20,18,199,3582
1443,Laptop,2025-02-09,6,166,996
1444,Printer,2025-02-12,16,95,1520
1445,Tablet,2025-01-20,12,197,2364
1446,Tablet,2025-01-26,11,65,715
1447,Mouse,2025-02-10,4,183,732
1448,Laptop,2025-02-08,18,102,1836
1449,Mouse,2025-02-07,9,99,891
1450,Laptop,2025-02-07,20,170,3400
1451,Printer,2025-02-08,1,192,192
1452,Laptop,2025-02-08,19,134,2546
1453,Mouse,2025-02-01,2,90,180
1454,Tablet,2025-01-27,1,129,129
1455,Keyboard,2025-02-05,17,164,2788
1456,Printer,2025-02-08,6,136,816
1457,Keyboard,2025-01-30,14,78,1092
1458,Printer,2025-02-03,8,128,1024
1459,Keyboard,2025-02-03,5,130,650
1460,Laptop,2025-02-15,19,57,1083
1461,Printer,2025-01-23,5,109,545
1462,Tablet,2025-01-26,3,131,393
1463,Mouse,2025-02-04,17,190,3230
1464,Mouse,2025-02-14,5,105,525
1465,Printer,2025-01-26,8,164,1312
1466,Tablet,2025-02-15,17,159,2703
1467,Keyboard,2025-01-24,14,156,2184
1468,Tablet,2025-01-29,5,194,970
1469,Keyboard,2025-02-05,1,155,155
1470,Mouse,2025-02-13,19,189,3591
1471,Mouse,2025-01-30,16,169,2704
1472,Tablet,2025-02-09,13,116,1508
1473,Keyboard,2025-01-24,4,194,776
1474,Printer,2025-02-13,10,116,1160
1475,Keyboard,2025-02-14,13,98,1274
1476,Tablet,2025-01-21,13,117,1521
1477,Printer,2025-02-10,2,165,330
1478,Keyboard,2025-02-01,6,152,912
1479,Tablet,2025-02-07,7,164,1148
1480,Mouse,2025-01-21,11,52,572
1481,Printer,2025-01-30,20,173,3460
1482,Printer,2025-02-10,2,112,224
1483,Laptop,2025-01-31,20,134,2680
1484,Printer,2025-01-30,5,183,915
1485,Keyboard,2025-01-24,6,76,456
1486,Laptop,2025-01-25,18,87,1566
1487,Keyboard,2025-02-08,4,62,248
1488,Printer,2025-01-22,18,169,3042
1489,Tablet,2025-02-17,13,141,1833
1490,Laptop,2025-02-09,19,124,2356
1491,Laptop,2025-01-23,1,145,145
1492,Keyboard,2025-02-01,12,127,1524
1493,Keyboard,2025-02-01,9,126,1134
1494,Keyboard,2025-01-22,1,183,183
1495,Mouse,2025-02-18,8,68,544
1496,Laptop,2025-02-07,11,111,1221
1497,Tablet,2025-01-19,8,179,1432
1498,Mouse,2025-02-03,9,71,639
1499,Mouse,2025-02-13,8,164,1312
1500,Mouse,2025-02-05,6,182,1092
1501,Printer,2025-02-11,7,94,658
1502,Laptop,2025-02-04,17,181,3077
1503,Mouse,2025-01-30,16,81,1296
1504,Keyboard,2025-02-05,7,182,1274
1505,Mouse,2025-01-28,3,141,423
1506,Tablet,2025-02-07,14,197,2758
1507,Printer,2025-01-21,14,78,1092
1508,Laptop,2025-01-28,10,148,1480
1509,Laptop,2025-02-14,13,151,1963
1510,Laptop,2025-01-31,20,112,2240
1511,Keyboard,2025-01-21,7,106,742
1512,Keyboard,2025-02-13,4,111,444
1513,Keyboard,2025-02-12,5,170,850
1514,Keyboard,2025-01-19,16,171,2736
1515,Keyboard,2025-02-11,7,74,518
1516,Mouse,2025-02-01,16,171,2736
1517,Tablet,2025-02-02,11,195,2145
1518,Mouse,2025-01-31,9,97,873
1519,Printer,2025-01-22,2,194,388
1520,Tablet,2025-02-12,16,77,1232
1521,Printer,2025-02-13,12,102,1224
1522,Mouse,2025-01-20,17,70,1190
1523,Tablet,2025-02-18,15,53,795
1524,Mouse,2025-02-17,8,175,1400
1525,Tablet,2025-01-24,7,108,756
1526,Keyboard,2025-02-11,14,196,2744
1527,Laptop,2025-02-13,7,102,714
1528,Keyboard,2025-01-29,3,149,447
1529,Laptop,2025-01-28,12,165,1980
1530,Laptop,2025-02-18,5,81,405
